Date,Close
2018-09-25,45.91
2018-09-26,45.7
2018-09-27,45.88
2018-09-28,47.29
2018-10-01,46.45
2018-10-02,48.1
2018-10-03,48.76
2018-10-04,48.13
2018-10-05,47.03
2018-10-08,47.03
2018-10-09,46.55
2018-10-10,44.8
2018-10-11,44.23
2018-10-12,44.88
2018-10-15,44.53
2018-10-16,45.94
2018-10-17,45.89
2018-10-18,44.97
2018-10-19,44
2018-10-22,45.01
2018-10-23,44.5
2018-10-24,42.42
2018-10-25,44.31
2018-10-26,45.69
2018-10-29,45.4
2018-10-30,47.76
2018-10-31,46.88
2018-11-01,48.22
2018-11-02,47.11
2018-11-05,47.97
2018-11-06,47.25
2018-11-07,48.72
2018-11-08,48.99
2018-11-09,48.11
2018-11-12,46.65
2018-11-13,47.39
2018-11-14,47.09
2018-11-15,48.11
2018-11-16,48.83
2018-11-19,48
2018-11-20,47.39
2018-11-21,47.03
2018-11-23,46.54
2018-11-26,47.45
2018-11-27,48.07
2018-11-28,48.86
2018-11-29,47.7
2018-11-30,49.31
2018-12-03,50.13
2018-12-04,47.75
2018-12-06,48.37
2018-12-07,46.24
2018-12-10,47.21
2018-12-11,47.38
2018-12-12,47.83
2018-12-13,48.29
2018-12-14,47.86
2018-12-17,47.08
2018-12-18,47.74
2018-12-19,45.57
2018-12-20,45.54
2018-12-21,44.84
2018-12-24,43.59
2018-12-26,46.19
2018-12-27,46.36
2018-12-28,46.75
2018-12-31,46.93
2019-01-02,47.08
2019-01-03,44.49
2019-01-04,47.22
2019-01-07,47.44
2019-01-08,47.74
2019-01-09,48.01
2019-01-10,48.56
2019-01-11,48.93
2019-01-14,48.35
2019-01-15,48.6
2019-01-16,48.13
2019-01-17,48.47
2019-01-18,49.19
2019-01-22,48.27
2019-01-23,47.94
2019-01-24,49.76
2019-01-25,47.04
2019-01-28,46.71
2019-01-29,46.54
2019-01-30,47.54
2019-01-31,47.12
2019-02-01,48.73
2019-02-04,49.22
2019-02-05,50.01
2019-02-06,49.9
2019-02-07,49.23
2019-02-08,48.84
2019-02-11,48.77
2019-02-12,50.01
2019-02-13,50.47
2019-02-14,50.81
2019-02-15,51.66
2019-02-19,51.4
2019-02-20,51.39
2019-02-21,51.41
2019-02-22,52.49
2019-02-25,53.1
2019-02-26,53.23
2019-02-27,53.24
2019-02-28,52.96
2019-03-01,53.3
2019-03-04,53.94
2019-03-05,53.68
2019-03-06,52.95
2019-03-07,52.6
2019-03-08,52.48
2019-03-11,53.35
2019-03-12,53.57
2019-03-13,54.37
2019-03-14,53.44
2019-03-15,54.33
2019-03-18,54.1
2019-03-19,54.17
2019-03-20,53.82
2019-03-21,54.64
2019-03-22,53.26
2019-03-25,52.78
2019-03-26,53.44
2019-03-27,53.16
2019-03-28,53.11
2019-03-29,53.7
2019-04-01,54.51
2019-04-02,54.36
2019-04-03,55.48
2019-04-04,55.92
2019-04-05,55.6
2019-04-08,55.68
2019-04-09,55.32
2019-04-10,55.75
2019-04-11,55.8
2019-04-12,56.42
2019-04-15,56.28
2019-04-16,56.71
2019-04-17,58.56
2019-04-18,58.49
2019-04-22,58.82
2019-04-23,58.78
2019-04-24,58.72
2019-04-25,57.61
2019-04-26,52.43
2019-04-29,51.11
2019-04-30,51.04
2019-05-01,50.76
2019-05-02,50.55
2019-05-03,51.75
2019-05-06,51.22
2019-05-07,50.48
2019-05-08,49.24
2019-05-09,46.62
2019-05-10,46.2
2019-05-13,44.76
2019-05-14,45.17
2019-05-15,45.62
2019-05-16,45.53
2019-05-17,44.89
2019-05-20,43.56
2019-05-21,44.46
2019-05-22,44
2019-05-23,44.53
2019-05-24,44.57
2019-05-28,43.57
2019-05-29,44.23
2019-05-30,44.73
2019-05-31,44.04
2019-06-03,43.46
2019-06-04,44.79
2019-06-05,44.55
2019-06-06,45.1
2019-06-07,46.03
2019-06-10,46.8
2019-06-11,46.85
2019-06-12,46.32
2019-06-13,46.7
2019-06-14,46.19
2019-06-17,46.13
2019-06-18,47.37
2019-06-19,47.07
2019-06-20,47.19
2019-06-21,47.46
2019-06-24,47.63
2019-06-25,46.85
2019-06-26,48.19
2019-06-27,47.46
2019-06-28,47.87
2019-07-01,48.05
2019-07-02,48.12
2019-07-03,48.52
2019-07-05,48.08
2019-07-08,47.82
2019-07-09,47.75
2019-07-10,48.21
2019-07-11,48.6
2019-07-12,49.92
2019-07-15,50.12
2019-07-16,49.17
2019-07-17,49.39
2019-07-18,49.94
2019-07-19,50.27
2019-07-22,51.35
2019-07-23,51.75
2019-07-24,52.92
2019-07-25,52.16
2019-07-26,51.59
2019-07-29,52.51
2019-07-30,51.7
2019-07-31,50.55
2019-08-01,49.5
2019-08-02,48.68
2019-08-05,46.97
2019-08-06,46.96
2019-08-07,46.73
2019-08-08,47.17
2019-08-09,45.98
2019-08-12,45.6
2019-08-13,46.84
2019-08-14,45.87
2019-08-15,45.7
2019-08-16,46.5
2019-08-19,47.23
2019-08-20,46.6
2019-08-21,47.15
2019-08-22,46.78
2019-08-23,44.96
2019-08-26,45.56
2019-08-27,45.79
2019-08-28,45.79
2019-08-29,46.87
2019-08-30,47.41
2019-09-03,46.98
2019-09-04,48.92
2019-09-05,50.1
2019-09-06,50.92
2019-09-09,51.59
2019-09-10,51.82
2019-09-11,52.79
2019-09-12,53.01
2019-09-13,52.54
2019-09-16,52.2
2019-09-17,51.95
2019-09-18,51.74
2019-09-19,51.57
2019-09-20,50.72
2019-09-23,50.9
2019-09-24,49.82
2019-09-25,51.02
2019-09-26,50.92
2019-09-27,50.78
2019-09-30,51.53
2019-10-01,50.76
2019-10-02,49.39
2019-10-03,50.03
2019-10-04,50.92
2019-10-07,50.62
2019-10-08,49.73
2019-10-09,50.48
2019-10-10,51.11
2019-10-11,52.09
2019-10-14,51.64
2019-10-15,52.65
2019-10-16,52.45
2019-10-17,51.86
2019-10-18,51.36
2019-10-21,52.13
2019-10-22,52.01
2019-10-23,51.72
2019-10-24,52.23
2019-10-25,56.46
2019-10-28,56.76
2019-10-29,56.34
2019-10-30,56.6
2019-10-31,56.53
2019-11-01,56.51
2019-11-04,57.61
2019-11-05,57.55
2019-11-06,57.6
2019-11-07,57.6
2019-11-08,58.27
2019-11-11,58.35
2019-11-12,58.2
2019-11-13,57.89
2019-11-14,57.81
2019-11-15,57.96
2019-11-18,58.25
2019-11-19,58.35
2019-11-20,57.9
2019-11-21,58.22
2019-11-22,57.61
2019-11-25,58.81
2019-11-26,58.9
2019-11-27,58.51
2019-11-29,58.05
2019-12-02,57.66
2019-12-03,56.07
2019-12-04,56.02
2019-12-05,56.08
2019-12-06,56.81
2019-12-09,56.53
2019-12-10,56.59
2019-12-11,57.07
2019-12-12,57.55
2019-12-13,57.79
2019-12-16,57.7
2019-12-17,57.3
2019-12-18,57.17
2019-12-19,57.96
2019-12-20,58.95
2019-12-23,59.23
2019-12-24,59.41
2019-12-26,59.82
2019-12-27,60.08
